Area Code,Cogs,DifferenceBetweenActualandTargetProfit,Date,Inventory Margin,Margin,Market_size,Market,Marketing,Product_line,Product_type,Product,Profit,Sales,State,Target_cogs,Target_margin,Target_profit,Target_sales ,Total_expenses,Type
435,69,-1,7/16/2015,1060,91,Small Market,West,21,Beans,Coffee,Amaretto,49,160,Utah,80,90,50,170,42,Regular
541,53,-18,7/17/2015,470,83,Small Market,West,17,Beans,Coffee,Colombian,22,136,Oregon,60,90,40,150,61,Regular
253,63,-10,7/18/2015,446,103,Small Market,West,20,Beans,Coffee,Colombian,60,166,Washington,70,110,70,180,43,Regular
775,15,2,7/19/2015,848,27,Small Market,West,4,Beans,Espresso,Caffe Mocha,12,42,Nevada,10,20,10,30,15,Regular
801,101,10,7/20/2015,552,145,Small Market,West,33,Beans,Espresso,Caffe Mocha,100,246,Utah,90,130,90,220,45,Regular
702,121,25,7/21/2015,912,187,Small Market,West,109,Leaves,Herbal Tea,Chamomile,45,308,Nevada,110,150,20,260,142,Decaf
206,130,23,7/22/2015,1134,216,Small Market,West,42,Leaves,Herbal Tea,Chamomile,143,346,Washington,120,180,120,300,73,Decaf
702,173,35,7/23/2015,1150,266,Small Market,West,57,Leaves,Herbal Tea,Lemon,165,439,Nevada,160,220,130,380,101,Decaf
541,88,13,7/24/2015,561,125,Small Market,West,29,Leaves,Herbal Tea,Lemon,83,213,Oregon,80,100,70,180,42,Decaf
775,113,25,7/25/2015,803,183,Small Market,West,36,Leaves,Herbal Tea,Mint,125,296,Nevada,100,150,100,250,58,Decaf
775,228,91,7/26/2015,1691,339,Small Market,West,75,Leaves,Tea,Darjeeling,231,567,Nevada,160,220,140,380,108,Regular
702,211,76,7/27/2015,1778,240,Small Market,West,59,Leaves,Tea,Earl Grey,156,451,Nevada,150,150,80,300,84,Regular
503,78,25,7/28/2015,798,132,Small Market,West,25,Leaves,Tea,Earl Grey,75,210,Oregon,50,90,50,140,57,Regular
775,245,-58,7/29/2015,7653,-211,Small Market,West,93,Leaves,Tea,Green Tea,-338,34,Nevada,180,-180,-280,0,127,Regular
971,102,35,7/30/2015,666,159,Small Market,West,31,Leaves,Tea,Green Tea,105,261,Oregon,70,100,70,170,54,Regular
951,224,14,7/31/2015,4216,-19,Major Market,West,73,Beans,Coffee,Decaf Irish Cream,-136,205,California,260,-40,-150,220,117,Decaf
209,247,44,8/1/2015,1744,367,Major Market,West,81,Beans,Espresso,Decaf Espresso,254,614,California,240,310,210,550,113,Decaf
209,127,9,8/2/2015,2947,-18,Major Market,West,40,Beans,Coffee,Amaretto,-81,109,California,150,-30,-90,120,63,Regular
530,279,-33,8/3/2015,2642,466,Major Market,West,97,Beans,Coffee,Colombian,317,745,California,330,500,350,830,149,Regular
949,250,30,8/4/2015,1820,284,Major Market,West,70,Beans,Espresso,Caffe Latte,190,534,California,240,240,160,480,94,Regular
530,135,12,8/5/2015,940,208,Major Market,West,122,Beans,Espresso,Caffe Mocha,52,343,California,130,180,40,310,156,Regular
916,86,23,8/6/2015,1003,138,Major Market,West,24,Leaves,Herbal Tea,Chamomile,103,224,California,80,110,80,190,35,Decaf
661,241,52,8/7/2015,1321,318,Major Market,West,74,Leaves,Herbal Tea,Lemon,222,559,California,220,260,170,480,96,Decaf
323,123,44,8/8/2015,959,199,Major Market,West,34,Leaves,Tea,Darjeeling,154,322,California,90,130,110,220,45,Regular
801,68,-14,8/9/2015,619,95,Small Market,West,25,Beans,Coffee,Decaf Irish Cream,36,163,Utah,80,100,50,180,59,Decaf
206,105,-14,8/10/2015,716,161,Small Market,West,95,Beans,Coffee,Decaf Irish Cream,36,266,Washington,120,170,50,290,125,Decaf
971,153,27,8/11/2015,1319,173,Small Market,West,42,Beans,Espresso,Decaf Espresso,107,326,Oregon,150,140,80,290,66,Decaf
360,80,3,8/12/2015,1079,108,Small Market,West,24,Beans,Espresso,Decaf Espresso,63,188,Washington,70,100,60,170,45,Decaf
435,63,-5,8/13/2015,1075,85,Small Market,West,19,Beans,Coffee,Amaretto,45,148,Utah,70,90,50,160,40,Regular
360,72,-10,8/14/2015,461,116,Small Market,West,23,Beans,Coffee,Colombian,70,188,Washington,80,120,80,200,46,Regular
775,16,3,8/15/2015,851,28,Small Market,West,4,Beans,Espresso,Caffe Mocha,13,44,Nevada,10,20,10,30,15,Regular
435,94,21,8/16/2015,540,134,Small Market,West,31,Beans,Espresso,Caffe Mocha,91,228,Utah,90,110,70,200,43,Regular
702,135,23,8/17/2015,940,208,Small Market,West,122,Leaves,Herbal Tea,Chamomile,53,343,Nevada,120,170,30,290,155,Decaf
253,115,14,8/18/2015,1166,193,Small Market,West,37,Leaves,Herbal Tea,Chamomile,124,308,Washington,100,160,110,260,69,Decaf
702,224,59,8/19/2015,1191,345,Small Market,West,73,Leaves,Herbal Tea,Lemon,229,569,Nevada,210,280,170,490,116,Decaf
503,81,8,8/20/2015,551,116,Small Market,West,26,Leaves,Herbal Tea,Lemon,78,197,Oregon,70,100,70,170,38,Decaf
775,127,22,8/21/2015,830,205,Small Market,West,40,Leaves,Herbal Tea,Mint,142,332,Nevada,120,170,120,290,63,Decaf
775,247,103,8/22/2015,1744,367,Small Market,West,81,Leaves,Tea,Darjeeling,253,614,Nevada,180,240,150,420,114,Regular
775,250,90,8/23/2015,1820,284,Small Market,West,70,Leaves,Tea,Earl Grey,190,534,Nevada,180,180,100,360,94,Regular
971,88,28,8/24/2015,817,148,Small Market,West,29,Leaves,Tea,Earl Grey,88,236,Oregon,60,100,60,160,60,Regular
775,294,-86,8/25/2015,8252,-261,Small Market,West,111,Leaves,Tea,Green Tea,-406,33,Nevada,210,-210,-320,0,145,Regular
503,134,42,8/26/2015,690,207,Small Market,West,41,Leaves,Tea,Green Tea,142,341,Oregon,90,140,100,230,65,Regular
435,20,-12,8/27/2015,218,28,Small Market,West,7,Leaves,Tea,Green Tea,-12,48,Utah,10,20,0,30,40,Regular
